equipment_id,equipment_type,manufacturer,age_months,usage_hours_per_day,total_scans_or_uses,days_since_last_maintenance,num_previous_repairs,avg_temperature_c,max_temperature_c,vibration_level_mm_s,voltage_fluctuation_pct,coolant_level_pct,helium_level_pct,tube_current_ma,error_logs_last_30_days,power_supply_stability_score,ambient_humidity_pct,component_wear_index,technician_rating_last_inspection,failure_within_30_days,remaining_useful_life_days
VT-00482,Ventilator,Siemens Healthineers,67.1,21.72,55818,44.1,2,27.61,30.14,1.723,2.28,100.0,100.0,0.0,3,77.0,34.9,17.61,55.0,0,88.3
VT-00483,Ventilator,GE Healthcare,75.1,10.34,18457,21.6,4,21.23,26.03,1.932,3.84,100.0,100.0,0.0,3,80.9,42.9,12.13,73.1,0,114.2
XR-00484,X-Ray Machine,Mindray,40.6,12.3,15179,15.3,2,19.87,21.91,1.662,1.65,100.0,100.0,213.7,1,82.2,36.9,16.93,68.6,0,134.7
CT-00485,CT Scanner,Philips,61.6,6.19,14172,45.8,0,24.79,34.5,2.708,2.15,92.5,100.0,231.8,1,87.0,51.7,13.06,80.5,0,106.7
US-00486,Ultrasound Machine,Mindray,118.0,9.89,31805,28.3,4,27.08,33.39,3.341,0.63,100.0,100.0,0.0,5,81.8,37.1,32.43,43.8,0,104.9
MRI-00487,MRI Machine,Mindray,5.7,15.02,3036,6.8,0,20.84,29.49,1.848,1.27,81.7,92.6,0.0,0,62.2,29.3,16.14,75.2,0,110.2
US-00488,Ultrasound Machine,Philips,122.1,10.71,37247,11.3,5,23.36,35.29,1.929,4.05,100.0,100.0,0.0,2,76.7,31.3,28.86,60.9,0,88.2
XR-00489,X-Ray Machine,GE Healthcare,66.6,8.59,14469,272.5,4,20.35,32.13,1.686,2.96,100.0,100.0,256.9,8,68.6,55.8,18.48,64.6,1,36.0
MRI-00490,MRI Machine,Philips,107.9,14.34,44226,47.3,5,18.42,30.37,2.034,1.49,86.2,87.7,0.0,7,79.4,49.6,17.38,61.1,0,95.3
MRI-00491,MRI Machine,Philips,14.6,10.52,5622,64.5,2,18.36,26.32,1.954,1.06,81.3,98.9,0.0,1,75.8,52.0,12.82,71.4,0,108.0
US-00492,Ultrasound Machine,Canon Medical,91.3,5.18,13577,50.5,3,21.05,24.01,1.508,3.52,100.0,100.0,0.0,5,71.6,35.0,21.37,79.4,1,120.6
VT-00493,Ventilator,Canon Medical,26.7,22.01,16351,110.4,0,20.65,30.74,0.495,0.81,100.0,100.0,0.0,3,82.0,50.1,12.64,72.7,0,102.9
CT-00494,CT Scanner,Mindray,81.1,12.81,34304,88.2,4,26.56,29.26,2.279,1.8,91.6,100.0,341.0,1,94.1,44.8,24.98,67.4,0,50.5
XR-00495,X-Ray Machine,GE Healthcare,47.9,9.79,17837,1.0,4,24.18,29.4,2.244,2.74,100.0,100.0,351.4,2,73.2,55.8,20.41,85.0,0,104.8
XR-00496,X-Ray Machine,Canon Medical,61.1,15.84,32051,178.3,2,21.51,33.15,3.104,3.52,100.0,100.0,352.8,4,72.0,52.3,23.97,87.3,0,63.1
US-00497,Ultrasound Machine,Siemens Healthineers,19.8,6.47,2890,6.1,0,27.83,34.24,1.52,0.68,100.0,100.0,0.0,0,88.2,46.9,6.72,78.0,0,157.9
US-00498,Ultrasound Machine,Philips,25.4,11.69,8994,23.7,0,24.02,28.54,1.164,2.65,100.0,100.0,0.0,0,93.7,52.9,0.0,83.4,0,180.5
VT-00499,Ventilator,Mindray,74.4,15.12,35378,1.7,2,20.37,28.46,2.706,2.3,100.0,100.0,0.0,3,75.4,30.9,12.37,61.5,0,134.4
US-00500,Ultrasound Machine,Siemens Healthineers,40.8,5.08,7314,1.5,1,22.71,26.34,0.905,2.3,100.0,100.0,0.0,2,88.9,34.6,8.55,69.6,0,128.1
VT-00501,Ventilator,Mindray,39.3,22.51,32107,51.4,3,25.27,37.11,1.332,0.0,100.0,100.0,0.0,3,73.6,41.5,14.53,58.5,0,96.6
MRI-00502,MRI Machine,Philips,57.2,14.87,27689,52.2,4,24.2,28.65,1.725,2.4,94.2,87.6,0.0,3,91.5,43.6,17.39,69.9,0,79.7
CT-00503,CT Scanner,Philips,55.3,8.95,12658,26.9,3,25.72,29.98,2.348,3.63,98.9,100.0,270.7,0,83.1,45.0,15.13,73.4,0,119.2
CT-00504,CT Scanner,GE Healthcare,72.1,7.3,12845,174.9,4,24.21,34.26,1.777,1.58,98.6,100.0,223.3,4,82.1,19.3,24.26,64.2,1,50.1
MRI-00505,MRI Machine,GE Healthcare,42.4,9.91,9223,29.8,1,22.71,27.94,1.939,2.63,90.1,80.8,0.0,1,81.3,33.9,13.24,72.9,0,106.8
VT-00506,Ventilator,Mindray,46.4,20.11,29322,3.7,2,21.03,30.05,1.047,2.07,100.0,100.0,0.0,2,79.1,55.6,8.29,64.9,0,120.0
US-00507,Ultrasound Machine,Mindray,45.1,5.16,7990,83.4,2,24.98,36.63,2.754,2.84,100.0,100.0,0.0,2,76.8,40.2,21.03,56.6,0,101.6
XR-00508,X-Ray Machine,Siemens Healthineers,63.0,9.18,19190,306.9,3,26.0,33.0,3.556,1.85,100.0,100.0,312.9,6,77.5,43.1,38.12,52.4,1,1.0
CT-00509,CT Scanner,GE Healthcare,35.7,11.46,11734,30.0,0,23.7,28.77,1.732,0.25,89.7,100.0,245.4,2,93.1,36.8,14.21,91.5,0,96.6
US-00510,Ultrasound Machine,Mindray,57.4,7.27,14796,25.6,5,24.62,35.19,2.214,2.48,100.0,100.0,0.0,0,84.9,43.0,15.28,82.8,1,115.1
CT-00511,CT Scanner,Mindray,38.8,7.25,10172,64.6,0,19.74,21.96,1.848,1.96,78.6,100.0,346.1,0,91.3,55.9,8.2,76.3,0,136.8
CT-00512,CT Scanner,Siemens Healthineers,36.8,9.99,10637,103.4,1,27.31,37.41,2.461,2.31,100.0,100.0,312.8,0,85.0,41.6,14.12,52.3,0,67.3
US-00513,Ultrasound Machine,Siemens Healthineers,10.3,5.46,1436,103.1,1,24.03,32.31,1.045,2.37,100.0,100.0,0.0,2,79.1,42.2,4.86,73.2,0,117.7
CT-00514,CT Scanner,GE Healthcare,34.9,17.83,20778,8.2,3,29.65,31.78,1.828,2.16,97.9,100.0,300.1,1,74.1,50.3,10.0,79.2,0,94.5
CT-00515,CT Scanner,Canon Medical,36.6,12.16,15950,30.1,2,25.01,31.19,2.186,2.21,89.5,100.0,309.3,0,84.0,55.9,7.99,74.6,0,123.2
US-00516,Ultrasound Machine,Philips,13.4,11.21,3428,43.9,0,23.22,26.65,0.836,0.74,100.0,100.0,0.0,0,82.4,33.7,3.45,87.2,0,155.7
VT-00517,Ventilator,Canon Medical,78.1,23.39,47420,96.7,4,26.9,36.06,2.84,2.42,100.0,100.0,0.0,3,71.1,43.7,14.87,71.4,0,72.5
US-00518,Ultrasound Machine,Canon Medical,48.4,12.34,19606,27.8,2,20.34,29.09,2.444,3.15,100.0,100.0,0.0,3,77.1,57.5,16.37,47.5,0,131.7
VT-00519,Ventilator,GE Healthcare,60.6,13.77,27116,53.9,1,18.49,21.42,2.069,5.44,100.0,100.0,0.0,3,74.6,54.3,16.28,67.7,0,115.2
VT-00520,Ventilator,Siemens Healthineers,93.1,16.46,49284,15.3,5,25.37,29.08,3.642,4.15,100.0,100.0,0.0,4,73.4,32.5,23.98,58.9,1,86.0
CT-00521,CT Scanner,GE Healthcare,15.6,9.05,4959,13.5,1,21.66,27.48,2.205,1.15,89.3,100.0,298.5,0,84.1,45.3,1.03,84.1,0,150.9
XR-00522,X-Ray Machine,Siemens Healthineers,60.6,14.75,31489,26.2,4,24.86,32.78,2.135,2.79,100.0,100.0,321.2,4,80.2,42.8,18.44,64.7,0,102.1
VT-00523,Ventilator,Siemens Healthineers,52.2,22.45,45696,35.3,2,19.8,28.95,1.901,0.0,100.0,100.0,0.0,0,81.8,39.4,12.41,62.4,0,97.7
CT-00524,CT Scanner,Philips,42.2,13.27,19909,17.7,2,20.69,27.97,1.857,2.49,83.6,100.0,296.4,2,72.4,34.5,9.67,76.1,0,128.7
US-00525,Ultrasound Machine,Siemens Healthineers,11.7,6.16,1550,12.6,1,20.93,32.6,0.832,3.62,100.0,100.0,0.0,1,84.2,67.4,8.96,75.4,0,148.7
VT-00526,Ventilator,Siemens Healthineers,49.0,16.83,29492,72.0,3,21.2,30.56,1.531,1.06,100.0,100.0,0.0,2,79.3,44.5,9.8,65.5,1,119.5
XR-00527,X-Ray Machine,Siemens Healthineers,33.2,15.96,16024,19.4,0,21.74,27.75,2.372,3.48,100.0,100.0,262.9,1,84.5,46.5,13.91,75.6,0,149.1
MRI-00528,MRI Machine,Siemens Healthineers,28.0,15.53,11402,31.1,2,15.38,18.21,1.944,1.09,85.6,90.2,0.0,0,97.9,41.3,9.92,81.7,0,117.8
XR-00529,X-Ray Machine,Mindray,59.5,8.83,16776,5.7,2,27.82,33.32,2.123,1.59,100.0,100.0,263.1,4,95.7,23.9,10.99,74.6,0,125.6
CT-00530,CT Scanner,Philips,32.2,13.24,14710,8.8,1,26.72,33.76,1.989,2.32,100.0,100.0,282.8,0,81.4,61.9,10.68,59.9,0,121.9
MRI-00531,MRI Machine,Canon Medical,61.0,7.57,11398,295.5,5,18.04,27.07,2.343,1.32,99.1,90.8,0.0,10,92.7,37.7,34.22,53.1,1,1.0
XR-00532,X-Ray Machine,Canon Medical,53.8,12.41,19913,40.6,2,22.61,33.56,2.042,2.73,100.0,100.0,320.0,1,81.4,20.7,16.23,78.8,0,99.2
CT-00533,CT Scanner,Canon Medical,23.5,17.44,11020,44.8,1,26.72,29.4,2.129,3.14,87.7,100.0,291.8,1,74.5,40.7,16.76,83.3,0,120.1
XR-00534,X-Ray Machine,Philips,12.7,4.56,1365,13.3,0,19.49,24.46,1.369,2.17,100.0,100.0,349.6,0,67.7,51.1,5.1,79.2,0,152.3
VT-00535,Ventilator,Philips,43.8,19.77,28648,67.5,2,28.35,32.88,1.972,0.0,100.0,100.0,0.0,2,86.4,46.7,15.21,60.0,0,100.7
MRI-00536,MRI Machine,GE Healthcare,44.0,6.96,7118,126.4,4,22.57,33.17,2.158,4.3,80.3,93.2,0.0,3,66.2,36.3,19.22,62.9,0,53.5
US-00537,Ultrasound Machine,Philips,22.8,5.31,3792,10.4,2,25.65,31.47,1.291,0.5,100.0,100.0,0.0,1,80.3,57.1,10.9,76.5,0,139.1
XR-00538,X-Ray Machine,Philips,44.8,4.45,5878,6.2,1,20.39,30.06,2.433,0.71,100.0,100.0,257.2,2,87.5,47.6,12.28,65.5,0,129.8
CT-00539,CT Scanner,Philips,48.3,13.58,24091,4.5,4,23.2,31.56,2.932,2.88,82.9,100.0,242.4,1,77.5,50.4,18.74,69.8,0,114.7
US-00540,Ultrasound Machine,Mindray,76.3,5.92,11748,6.2,5,24.28,30.02,2.393,1.72,100.0,100.0,0.0,1,81.3,49.1,18.59,77.7,0,138.3
CT-00541,CT Scanner,Philips,28.6,8.15,7154,15.8,1,30.09,39.2,2.412,1.69,89.5,100.0,317.1,0,78.2,53.5,10.01,88.3,0,115.7
CT-00542,CT Scanner,Canon Medical,51.2,14.18,17247,13.7,1,23.24,32.99,2.874,1.93,91.3,100.0,335.1,1,90.8,58.8,25.75,77.0,0,119.0
CT-00543,CT Scanner,Siemens Healthineers,100.2,11.44,38644,56.7,3,23.47,31.31,2.204,6.01,96.3,100.0,242.4,6,74.4,46.0,22.76,54.8,0,67.2
MRI-00544,MRI Machine,Mindray,46.8,8.84,13398,33.3,2,12.93,15.91,1.944,2.9,93.3,96.3,0.0,2,72.1,66.2,12.0,76.8,0,110.7
VT-00545,Ventilator,Siemens Healthineers,37.8,18.51,25132,19.5,1,25.07,29.69,1.394,2.34,100.0,100.0,0.0,0,71.2,42.1,13.24,80.7,0,135.5
VT-00546,Ventilator,Mindray,26.2,18.59,17146,29.1,2,30.7,33.26,1.111,1.93,100.0,100.0,0.0,2,83.7,49.6,6.27,70.1,0,109.1
MRI-00547,MRI Machine,Canon Medical,20.3,12.93,9829,4.7,1,13.25,19.49,1.55,3.21,89.3,86.9,0.0,1,68.3,39.2,4.07,78.2,0,117.3
VT-00548,Ventilator,Philips,85.8,15.96,47428,19.0,4,21.96,30.85,1.789,2.17,100.0,100.0,0.0,2,73.5,56.4,17.5,77.7,0,92.8
MRI-00549,MRI Machine,Siemens Healthineers,72.2,9.51,15899,13.3,0,16.25,27.57,1.21,0.57,93.6,79.8,0.0,1,78.0,62.4,5.99,63.6,0,155.0
MRI-00550,MRI Machine,GE Healthcare,39.9,7.45,8293,9.4,1,20.11,26.12,1.636,1.08,96.9,87.0,0.0,2,84.8,37.7,10.04,69.1,0,131.7
US-00551,Ultrasound Machine,Philips,145.4,12.67,54978,131.4,9,31.45,41.73,1.747,1.03,100.0,100.0,0.0,5,86.7,44.0,38.01,61.0,1,11.3
CT-00552,CT Scanner,Siemens Healthineers,100.2,7.52,21453,6.6,1,26.52,36.88,2.146,3.4,82.6,100.0,303.2,2,73.0,39.5,13.54,49.7,0,123.8
US-00553,Ultrasound Machine,GE Healthcare,57.5,7.45,12962,6.1,2,21.76,32.01,1.565,2.22,100.0,100.0,0.0,0,80.6,39.3,7.59,67.7,0,151.1
XR-00554,X-Ray Machine,Siemens Healthineers,84.5,10.36,28747,42.8,4,25.21,29.27,2.637,1.89,100.0,100.0,274.3,2,64.2,29.5,18.41,89.7,0,106.2
XR-00555,X-Ray Machine,GE Healthcare,17.0,9.66,4146,116.0,0,21.13,24.77,2.409,4.04,100.0,100.0,307.8,1,69.1,45.5,9.13,82.7,0,102.8
US-00556,Ultrasound Machine,Siemens Healthineers,49.1,12.35,12829,25.1,1,22.35,26.94,2.157,1.76,100.0,100.0,0.0,2,78.0,52.6,21.13,50.6,0,130.6
MRI-00557,MRI Machine,GE Healthcare,31.1,12.12,11401,47.2,2,16.84,22.39,1.656,1.16,70.6,87.2,0.0,2,79.0,21.7,16.9,55.3,0,85.8
MRI-00558,MRI Machine,GE Healthcare,48.1,15.92,18264,40.6,4,17.74,19.87,1.505,0.0,90.1,95.4,0.0,2,81.6,37.3,9.39,78.4,0,121.0
CT-00559,CT Scanner,Philips,44.8,11.12,17475,13.3,2,26.57,38.05,2.122,0.3,87.6,100.0,252.9,0,65.9,29.6,13.2,86.8,0,100.0
VT-00560,Ventilator,Philips,55.1,12.72,14864,11.8,1,24.53,33.11,1.668,2.67,100.0,100.0,0.0,3,88.3,38.9,12.66,68.3,0,136.5
XR-00561,X-Ray Machine,GE Healthcare,79.7,8.74,18664,3.2,1,21.32,23.54,2.344,0.8,100.0,100.0,319.0,3,84.1,45.7,19.67,56.9,0,149.4
XR-00562,X-Ray Machine,Siemens Healthineers,22.1,5.85,2947,19.3,0,22.75,33.23,2.246,2.44,100.0,100.0,395.8,3,94.5,57.9,5.6,66.8,0,134.3
XR-00563,X-Ray Machine,GE Healthcare,42.2,8.8,14282,19.5,1,22.24,30.98,1.987,2.48,100.0,100.0,291.2,0,73.1,51.8,9.47,70.5,0,134.1
XR-00564,X-Ray Machine,Mindray,47.2,7.54,7627,30.4,1,22.23,29.18,1.263,1.88,100.0,100.0,356.0,1,79.1,47.6,4.46,95.0,0,157.0
CT-00565,CT Scanner,Siemens Healthineers,29.2,11.87,8364,74.0,0,27.14,37.18,2.559,2.79,86.1,100.0,254.2,2,62.3,42.8,15.75,75.5,0,96.4
XR-00566,X-Ray Machine,Philips,27.7,19.51,20706,5.0,1,17.71,24.7,0.963,2.77,100.0,100.0,316.5,0,77.1,53.0,8.61,77.2,0,130.0
VT-00567,Ventilator,GE Healthcare,50.5,15.79,25835,29.5,1,25.43,28.78,2.219,0.74,100.0,100.0,0.0,1,81.2,35.6,7.51,84.5,0,125.0
VT-00568,Ventilator,Siemens Healthineers,43.8,10.72,10925,21.9,3,27.75,33.24,2.208,1.96,100.0,100.0,0.0,0,81.8,37.1,13.89,69.6,0,136.5
VT-00569,Ventilator,GE Healthcare,58.0,15.62,29145,110.3,2,20.99,31.29,1.656,1.44,100.0,100.0,0.0,1,77.9,46.1,16.29,78.3,0,74.8
US-00570,Ultrasound Machine,Siemens Healthineers,48.7,6.01,10634,24.6,0,25.76,33.5,0.977,1.15,100.0,100.0,0.0,1,81.7,55.3,20.76,86.9,0,118.9
CT-00571,CT Scanner,Canon Medical,36.9,16.91,19511,8.0,2,23.08,26.17,2.69,3.08,86.5,100.0,352.2,2,68.6,43.0,14.45,76.3,0,115.1
VT-00572,Ventilator,Mindray,29.3,23.9,25458,27.1,0,20.04,29.98,1.752,1.51,100.0,100.0,0.0,2,80.9,57.2,3.45,86.0,0,148.0
MRI-00573,MRI Machine,Philips,24.3,15.85,14018,15.4,1,16.36,24.75,1.58,0.75,92.3,83.8,0.0,1,85.7,38.8,20.2,78.2,0,107.4
XR-00574,X-Ray Machine,Siemens Healthineers,4.5,4.84,618,8.3,0,25.33,27.45,1.952,2.13,100.0,100.0,338.7,1,64.0,32.7,10.32,74.9,0,139.8
VT-00575,Ventilator,Canon Medical,11.4,21.0,9318,3.3,0,26.25,31.3,1.734,2.98,100.0,100.0,0.0,0,85.7,53.2,5.8,85.3,0,147.2
CT-00576,CT Scanner,Siemens Healthineers,12.3,7.57,3187,76.9,0,29.79,39.74,2.224,1.92,78.3,100.0,326.9,2,81.7,55.7,17.5,89.1,0,66.0
MRI-00577,MRI Machine,GE Healthcare,13.1,15.32,5683,133.0,0,13.54,24.81,1.61,3.5,84.7,91.2,0.0,1,72.1,33.5,5.07,57.2,0,100.9
CT-00578,CT Scanner,GE Healthcare,54.7,14.67,21535,12.7,2,26.31,28.35,2.786,0.0,82.8,100.0,359.0,1,94.9,25.8,18.97,80.4,0,132.2
US-00579,Ultrasound Machine,Philips,9.1,4.62,1232,43.1,0,28.51,36.51,1.079,1.86,100.0,100.0,0.0,1,78.6,45.4,0.0,65.7,0,133.0
CT-00580,CT Scanner,Canon Medical,13.5,14.05,4041,159.8,1,25.13,34.71,2.106,3.23,87.9,100.0,225.9,6,78.5,31.9,19.51,92.7,0,70.0
XR-00581,X-Ray Machine,Philips,40.6,8.6,12786,3.6,2,24.63,29.76,2.184,4.0,100.0,100.0,316.6,1,94.9,54.2,14.87,75.7,0,128.1
US-00582,Ultrasound Machine,Siemens Healthineers,30.2,5.61,5365,39.4,2,20.93,29.97,2.406,4.05,100.0,100.0,0.0,0,76.6,52.0,13.52,68.0,0,112.0
XR-00583,X-Ray Machine,Canon Medical,37.2,6.76,8020,21.2,1,21.51,29.45,1.692,2.89,100.0,100.0,312.8,2,72.0,57.2,10.55,77.7,0,132.0
XR-00584,X-Ray Machine,Mindray,54.7,19.94,40796,8.8,1,22.96,28.38,2.079,2.47,100.0,100.0,294.5,1,77.5,32.6,10.69,79.6,0,130.9
CT-00585,CT Scanner,Philips,20.8,14.64,9755,5.5,0,23.51,27.59,1.659,4.02,86.4,100.0,205.4,0,90.6,50.3,9.62,70.3,0,125.9
MRI-00586,MRI Machine,Mindray,35.3,10.46,10696,32.9,0,14.45,24.72,1.881,2.58,92.5,82.1,0.0,3,75.1,42.6,22.18,68.5,0,92.4
XR-00587,X-Ray Machine,Philips,37.4,13.12,19039,56.6,1,25.11,36.04,1.737,3.46,100.0,100.0,312.1,2,79.5,39.9,6.19,50.9,0,127.4
VT-00588,Ventilator,GE Healthcare,60.1,16.29,28590,30.7,1,18.28,21.31,1.647,3.66,100.0,100.0,0.0,3,71.4,64.9,16.43,66.8,0,120.6
CT-00589,CT Scanner,Canon Medical,116.4,12.64,46324,62.2,9,20.7,30.61,1.684,1.98,82.6,100.0,348.2,9,75.1,56.4,25.11,60.8,0,61.5
US-00590,Ultrasound Machine,Philips,86.9,12.01,37306,22.4,0,22.53,26.23,1.748,2.22,100.0,100.0,0.0,6,72.7,44.8,9.49,53.0,0,137.4
CT-00591,CT Scanner,Canon Medical,48.7,10.35,14038,11.3,1,18.23,24.89,1.276,3.9,91.3,100.0,261.0,0,94.3,60.4,8.93,65.7,0,120.3
MRI-00592,MRI Machine,Philips,74.2,13.96,29504,53.3,4,19.21,25.01,1.849,0.35,98.1,87.7,0.0,4,72.9,31.2,14.0,83.6,0,119.1
MRI-00593,MRI Machine,Siemens Healthineers,59.8,13.23,28897,156.5,4,19.86,30.22,1.49,1.66,95.2,90.1,0.0,3,82.9,55.8,21.95,70.4,0,25.5
MRI-00594,MRI Machine,Mindray,51.3,13.44,23416,103.1,3,17.64,23.19,1.656,3.75,87.8,91.3,0.0,2,88.5,57.5,0.0,85.9,0,110.2
US-00595,Ultrasound Machine,Siemens Healthineers,69.2,13.25,28004,8.3,5,26.97,32.82,3.227,3.66,100.0,100.0,0.0,2,82.8,38.0,21.31,91.0,0,108.8
VT-00596,Ventilator,Philips,40.6,17.65,23299,41.5,2,25.6,36.25,2.169,4.09,100.0,100.0,0.0,3,59.2,44.9,14.32,79.3,0,108.2
CT-00597,CT Scanner,Canon Medical,34.7,10.39,13519,22.7,1,27.35,38.45,1.108,2.54,91.0,100.0,265.4,4,96.5,55.8,15.23,63.9,0,103.2
MRI-00598,MRI Machine,Philips,43.0,8.65,11933,54.5,1,17.14,27.31,2.781,2.44,80.4,79.4,0.0,3,75.7,52.2,17.25,59.3,0,98.2
XR-00599,X-Ray Machine,Mindray,52.1,9.02,17780,48.8,5,24.2,35.85,2.426,0.3,100.0,100.0,311.3,1,85.8,37.9,16.32,77.5,0,116.1
VT-00600,Ventilator,GE Healthcare,70.0,21.93,58612,25.3,1,27.28,37.03,0.1,3.39,100.0,100.0,0.0,2,83.2,38.1,8.6,83.6,0,128.8
MRI-00601,MRI Machine,GE Healthcare,58.5,8.37,13177,42.5,2,16.51,25.89,2.862,4.58,90.9,89.6,0.0,1,96.6,35.6,13.72,63.0,0,118.7
US-00602,Ultrasound Machine,GE Healthcare,27.8,12.32,12412,116.0,5,26.28,35.16,2.132,1.99,100.0,100.0,0.0,2,92.6,43.7,19.94,80.0,1,68.4
MRI-00603,MRI Machine,Siemens Healthineers,45.9,11.98,20210,26.8,1,21.55,24.49,2.156,1.39,88.2,92.9,0.0,2,80.8,53.0,21.75,78.5,0,108.9
MRI-00604,MRI Machine,Mindray,24.5,6.84,5377,23.7,1,16.87,25.77,0.532,2.46,88.3,97.2,0.0,0,76.8,57.8,0.41,79.0,0,126.2
US-00605,Ultrasound Machine,GE Healthcare,24.5,8.29,7301,6.6,1,25.44,31.76,1.848,2.45,100.0,100.0,0.0,0,80.9,43.2,19.51,88.8,1,133.7
XR-00606,X-Ray Machine,Philips,32.1,16.42,12463,78.6,0,21.09,24.68,1.91,3.31,100.0,100.0,333.3,6,86.3,38.3,17.53,100.0,0,105.4
CT-00607,CT Scanner,Canon Medical,39.4,12.65,14275,206.3,0,25.61,34.02,1.411,1.6,79.6,100.0,319.4,7,77.7,34.6,21.48,73.6,0,59.0
MRI-00608,MRI Machine,Mindray,45.9,12.32,15739,106.2,1,21.57,31.28,1.661,0.18,100.0,78.4,0.0,3,82.0,35.6,4.46,55.4,0,118.6
VT-00609,Ventilator,Siemens Healthineers,66.5,22.29,32316,3.7,3,22.69,25.94,2.332,0.26,100.0,100.0,0.0,2,72.6,34.0,11.17,73.6,0,113.3
XR-00610,X-Ray Machine,Canon Medical,104.2,8.27,26984,31.0,6,22.25,27.26,1.576,3.21,100.0,100.0,312.4,1,75.7,38.3,27.45,69.2,1,76.5
US-00611,Ultrasound Machine,Canon Medical,34.5,6.74,6984,48.6,0,22.17,27.28,2.251,2.64,100.0,100.0,0.0,3,81.0,26.9,7.48,40.3,0,102.1
XR-00612,X-Ray Machine,Mindray,11.8,13.94,5425,74.0,0,24.06,35.3,2.154,2.63,100.0,100.0,311.5,2,77.1,57.3,16.86,65.5,0,98.8
XR-00613,X-Ray Machine,Mindray,32.3,19.13,22809,10.5,0,20.62,23.59,1.932,2.57,100.0,100.0,273.0,1,74.8,37.8,7.93,71.9,0,156.8
US-00614,Ultrasound Machine,Mindray,71.8,9.03,14050,6.7,0,21.66,24.2,1.925,1.51,100.0,100.0,0.0,2,71.3,42.6,15.96,65.8,0,124.8
CT-00615,CT Scanner,Canon Medical,16.6,13.99,5465,38.0,2,16.46,20.76,0.412,5.01,87.0,100.0,351.6,0,71.5,41.4,12.7,67.2,0,94.5
XR-00616,X-Ray Machine,Siemens Healthineers,27.2,14.31,11318,94.1,3,25.36,29.35,1.983,2.44,100.0,100.0,228.5,6,76.4,61.2,14.08,65.6,0,88.2
VT-00617,Ventilator,Siemens Healthineers,88.8,15.03,45138,22.7,6,24.41,31.93,1.381,1.49,100.0,100.0,0.0,1,75.9,32.7,18.89,59.0,0,93.9
CT-00618,CT Scanner,Siemens Healthineers,47.3,14.64,22673,12.5,1,22.41,32.78,1.814,2.61,82.7,100.0,377.6,2,71.9,60.7,20.62,82.8,0,98.3
MRI-00619,MRI Machine,Philips,60.0,6.15,10967,5.2,2,16.88,20.83,2.52,1.7,92.8,93.1,0.0,2,80.7,58.9,14.62,78.4,0,93.1
VT-00620,Ventilator,Philips,58.0,22.83,29817,93.0,3,28.59,35.21,2.173,3.17,100.0,100.0,0.0,2,85.2,40.0,25.28,57.5,0,87.7
VT-00621,Ventilator,GE Healthcare,145.8,12.59,60332,1.6,5,19.43,27.55,2.91,1.74,100.0,100.0,0.0,4,66.7,42.9,26.67,42.1,0,65.6
VT-00622,Ventilator,Philips,91.2,18.63,51229,28.9,7,24.54,30.18,2.224,1.0,100.0,100.0,0.0,3,88.5,45.4,32.95,64.1,1,75.4
US-00623,Ultrasound Machine,GE Healthcare,63.9,7.2,11946,20.5,3,24.54,29.03,1.456,2.27,100.0,100.0,0.0,4,82.8,53.1,23.06,67.8,0,109.5
CT-00624,CT Scanner,Canon Medical,44.0,10.97,15775,54.1,0,27.29,35.31,2.672,2.82,83.8,100.0,266.7,3,74.2,46.3,14.31,64.6,0,100.1
CT-00625,CT Scanner,GE Healthcare,19.0,17.31,9990,80.8,0,20.82,26.62,1.455,4.16,90.3,100.0,377.8,0,88.1,42.9,17.0,81.0,0,98.9
XR-00626,X-Ray Machine,Mindray,44.5,9.25,12542,5.5,0,26.49,31.84,2.361,2.88,100.0,100.0,278.2,0,67.5,61.6,1.48,76.4,0,169.6
VT-00627,Ventilator,Siemens Healthineers,25.9,18.61,11947,25.1,1,21.06,26.14,1.994,1.67,100.0,100.0,0.0,0,78.1,44.4,6.22,66.5,0,128.2
XR-00628,X-Ray Machine,Mindray,75.4,15.17,43026,27.3,2,23.67,26.52,2.821,2.92,100.0,100.0,333.8,5,73.8,53.5,29.46,76.0,0,99.4
MRI-00629,MRI Machine,Canon Medical,65.7,6.91,12579,27.4,2,16.85,25.28,2.108,2.57,87.8,99.8,0.0,0,94.8,41.9,12.88,49.8,0,94.6
VT-00630,Ventilator,Canon Medical,47.0,11.47,17828,47.7,3,20.21,30.51,2.96,2.62,100.0,100.0,0.0,0,78.5,40.8,19.41,67.8,0,113.1
CT-00631,CT Scanner,Canon Medical,27.8,11.3,6674,26.2,2,19.92,26.48,1.258,4.1,79.3,100.0,315.4,0,76.7,51.7,10.19,87.6,0,103.9
MRI-00632,MRI Machine,Philips,84.9,9.52,28604,15.4,3,22.05,29.71,2.088,1.68,81.3,86.3,0.0,6,95.7,49.7,21.91,69.9,0,97.7
CT-00633,CT Scanner,Mindray,68.9,9.64,24215,30.5,1,20.32,27.25,1.463,2.75,85.7,100.0,282.8,1,83.6,36.8,12.34,66.4,0,108.5
MRI-00634,MRI Machine,Mindray,41.8,14.55,22624,55.6,3,12.79,21.39,2.572,2.4,82.4,85.4,0.0,2,66.8,48.8,13.11,74.7,0,88.2
CT-00635,CT Scanner,GE Healthcare,56.6,16.69,21448,32.7,8,27.83,38.62,2.599,3.23,80.2,100.0,322.0,1,76.6,29.3,20.48,78.8,0,64.3
